Contributors Phase ONE
Txhash;Blockno;UnixTimestamp;DateTime;From;To;ContractAddress;Value(ETH);Approx.Value(USD);TxnFee(ETH);Approx.TxnFee(USD);Status;ErrCode
0xe5dce4df922b9c2cb05d63a52418d0c90d6f6b2137720c324e33369c6834c0f3;3491253;1491539761;4/7/2017 4:36:01 AM;0xd89056841ca8e0ce8f58d9a8535ed2efa5e7785e;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1.05005153;51.8515445514;0.0221449548;0.00044846;;
0x8c7258dbbe8a4b368b2822960b5f0e415ac9968345d1952e6bf2fc32c9ebcc1a;3487425;1491483915;4/6/2017 1:05:15 PM;0x265cd1cec38a9684d8902500e127a3066fea09e9;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;5;246.9;0.0207396;0.00042;Error(0);Out of gas
0x5a4c8067cbbc16690fdcc50615dda28c181f9f278b78c9c4949627ad40028864;3487414;1491483745;4/6/2017 1:02:25 PM;0x4e35f74119d4ba89b7f893db396dd321640bc3a1;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;64;3160.32;0.023914734;0.0004843;;
0x76bf26702e4131aef1d1bb122dd58ecfb53a96068db43d56a1dedaa1add258aa;3487393;1491483428;4/6/2017 12:57:08 PM;0x3b015942a9f81a04111b8828e1335e3a78ede5a7;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;8;395.04;0.03100293672;0.000627844;;
0x7636e4ad3e1bccce1d084fde528de3e0d40df944f0b728e26ab8e4969e83627e;3487388;1491483340;4/6/2017 12:55:40 PM;0xffacfd0524408db3efaef186a969ca8c1a2eac74;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;25.11412;1240.1352456;0.0221449548;0.00044846;;
0x9ef8aa1cb29281d6a01d318b8ce7a121fd38b5952239d8d4be20beffcf14e737;3487381;1491483302;4/6/2017 12:55:02 PM;0x6902ac5c19f750b71563662f92dc6875a187d12d;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;12.2;602.436;0.0221449548;0.00044846;;
0x0b5c663d903a8feb65e9b9870302196f115e345da6e70403bda5e358f6f153ea;3487381;1491483302;4/6/2017 12:55:02 PM;0xba46a6d368f0b64d6034ac888c518876a65f25c0;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;23.5;1160.43;0.0221449548;0.00044846;;
0xf7d4183b301e1eed5881b72bc4a529e9863f2a733d320855ea0455010137c184;3487374;1491483187;4/6/2017 12:53:07 PM;0x3da5c5a65202c742dd14a67f987ce435e0706f42;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;19.99;987.1062;0.0221449548;0.00044846;;
0x731bc27cae0855e9797e4a318dc57ec43eba92c27dba6b4d06d93b125471a2d7;3487374;1491483187;4/6/2017 12:53:07 PM;0x89eb568eb6cb62bba55389415a0706f1e4216a4f;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;5;246.9;0.0221449548;0.00044846;;
0x055ca8b7105db7262a85d92cd767ab1e17eb69c783b934b13ea04099aac76380;3487374;1491483187;4/6/2017 12:53:07 PM;0x5f67dd6320fcb3aeea3e8eb549c9c2d6dd97c94e;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1;49.38;0.0221449548;0.00044846;;
0xd835179edeb499031529a93564cecf4f47f0272f99116ede888f5b751de71ff6;3487368;1491483053;4/6/2017 12:50:53 PM;0xe9e0981b6727ce8c7e3d2e57497c1049862b3022;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;6;296.28;0.0221449548;0.00044846;;
0x0347c0034d50e80532106aa915f3a4dcdf77c314e3408a32715d7427ae97cf93;3487367;1491483046;4/6/2017 12:50:46 PM;0x6d9373397706a65045497ba2815c4db6b568479f;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;5;246.9;0.0229192332;0.00046414;;
0x13f99174c0d4441d10741c0df79cb31e54f69d9cb35f4b8d584080ffe827b09b;3487365;1491483029;4/6/2017 12:50:29 PM;0x2e8f3fc1e38d46c7c21dba568784444171b21826;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;40;1975.2;0.0229903404;0.00046558;;
0x79e01cd36847b33e7151c3840161a2bd6abed61eda2ca1dca62813e8e7dcc48c;3487363;1491482966;4/6/2017 12:49:26 PM;0x2cd0738dc21576edefb6929aae4eb2dff03c6591;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;294.965;14565.3717;0.0221449548;0.00044846;;
0x77ae5535428e532b99190e69938e973189f8429cd67c5377398d335e4d995ec5;3487350;1491482758;4/6/2017 12:45:58 PM;0x366f7effc26222dfe9fd3e4a9ae35e1fc6e7678c;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;44.89;2216.6682;0.0248391276;0.00050302;;
0x6607de3f7e92447a55dcf4307a40bfdadd9ce9b3119b47bf90707c1c66ccd6b5;3487349;1491482733;4/6/2017 12:45:33 PM;0x6c3deb4954497582609d0d3c78f45f246564eeea;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;15.0135;741.36663;0.0221449548;0.00044846;;
0xadf3c5dce193310afd6820b8d5755f30def16b2a7ea094dc32f573be7a618713;3487341;1491482619;4/6/2017 12:43:39 PM;0xb4dc54df11d2dcecd046e5c7318fb241a73ee370;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;2,221;109672.98;0.055362387;0.00112115;;
0x9aeedb6fd4ffc76f1d277a4d78afad440adb7338abb960f066c476c9de13d197;3487332;1491482476;4/6/2017 12:41:16 PM;0x9152f2dc03636d3d187bcd1c34903a4d3f62956b;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;0.20354647;10.0511246886;0.023203662;0.0004699;;
0xbc46c4b90eea9b117fa44cd7ce7a95aef1777873a5f0684d5e7a73aa8b40b969;3487328;1491482368;4/6/2017 12:39:28 PM;0x2993afd936b2cacabda951b35891fd2592b493ca;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1.9;93.822;0.0227059116;0.00045982;;
0x0fd0d3a14fff200101841c3ef3b6232748c92934c98418534d221647dd9b8bc2;3487322;1491482319;4/6/2017 12:38:39 PM;0x8261e4219c47d57c396239e15d78a917aa44ea8b;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;5;246.9;0.0221449548;0.00044846;;
0x576db9e98e2766dd0b0cbe53d49f31b5cc82cd570a3144bbdbdf49144f430900;3487298;1491481957;4/6/2017 12:32:37 PM;0x3529b15fa8c7345f7176f89668304ae4bf8550bd;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;20.5;1012.29;0.0286078092;0.00057934;;
0x0ab20fa7fda581d9c18cdf20ad27565d0809cdac5c4782b7af963a2b0d9c03f6;3487294;1491481888;4/6/2017 12:31:28 PM;0xe6857c3f695f591257a499cfa5fd6086450b3dd2;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;2;98.76;0.0322342764;0.00065278;;
0xaa5249570279f62c071c38d97dee8031625815809cf863e539f8676b596f5a6c;3487291;1491481865;4/6/2017 12:31:05 PM;0x9b9d707d3e8cd497fd8dc0d07a6492b5e83eb392;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;19.9887;987.042006;0.0221449548;0.00044846;;
0x1a067ebed566f78a0ab77fbdd298b921f20346db007f60949e2eb78de8c2d4fe;3487286;1491481723;4/6/2017 12:28:43 PM;0x9bb2be58aea1c883ffe4f9a7b087b5315f5732a9;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;14.06250162;694.4063299956;0.0257635212;0.00052174;;
0x4fa91ec9a821f04e4e8b8340212086ade2b328598cd7eb8e39d9d89908d1d827;3487268;1491481543;4/6/2017 12:25:43 PM;0x7541370d75c0cc09a4db379caae2827482c33b56;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;2;98.76;0.0237014124;0.00047998;;
0xa4112483625fd951a6f492db02aca3a986d75acfa5347bd139c38a0b332a6a70;3487256;1491481368;4/6/2017 12:22:48 PM;0x2587d25b9ba395b58c550a4edd6f1023c409cf63;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;422;20838.36;0.0221449548;0.00044846;;
0x13f689f52e6f8e07df395a49c09ac3c998b7dd100d3ebf3434677fb6c4e3cdcf;3487247;1491481292;4/6/2017 12:21:32 PM;0x5c9f1084f66e5a5c1032d47f949d2626b5440077;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;30;1481.4;0.02325220254;0.000470883;;
0xa7a8d2809435f1ed5aa8f4860b932b0b21f0d5443bd800b0c9ca67ab8277731f;3487245;1491481275;4/6/2017 12:21:15 PM;0x789aa6808d51cb377f7edbf49ae22c3903738980;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;0.00855154;0.4222750452;0.0221449548;0.00044846;;
0x17d10de08bfdcb7502a04098d664e41a8874db75d5432f5dc8a97326d9e80dd8;3487240;1491481184;4/6/2017 12:19:44 PM;0x9fdef5e50aa968e1419c9e8f9579cfcac0b6446e;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1;49.38;0.0221449548;0.00044846;;
0x0cac5fe25fd2f320a5c0b2c521d47bc7005579bf029e20fb91a8a767fbedd9ba;3487224;1491480996;4/6/2017 12:16:36 PM;0x45f26a0b26e1a40f7ab6472217350585811dfa1f;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;40;1975.2;0.0221449548;0.00044846;;
0x79e425bd5320fe661f26b7434a8079cfcbafe19220a4696b636c932d62372a9d;3487221;1491480955;4/6/2017 12:15:55 PM;0x789aa6808d51cb377f7edbf49ae22c3903738980;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1.91254838;94.4416390044;0.0221449548;0.00044846;;
0x1cd555eb214cfe96dbfb204ce69a1a291aecc38ef038f2ea3eb079dd2538ab95;3487207;1491480769;4/6/2017 12:12:49 PM;0x1f94f0c43ec82c12309efb7231d81de60e927bac;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;10;493.8;0.0221449548;0.00044846;;
0x74c2f6767b9d8b40d5c06cd3f0b974ef5c771f72afabf714dc4ae60359a83e8b;3487201;1491480672;4/6/2017 12:11:12 PM;0xc052f2b1d2e13cfc8e66ab2050891c66f07ed6ce;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;2.17;107.1546;0.0237725196;0.00048142;;
0x7285b5870ea80eb0e6fcd369e130c80f8c353bb8f6d787086050450040bc7406;3487201;1491480672;4/6/2017 12:11:12 PM;0xba42ab42742733df5e5f04a20c03eddd87fc671f;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1.079;53.28102;0.0221449548;0.00044846;;
0xd6c947b21b31ef66fd4200497e770eaffea32adbbd6915d866aca51f715d260f;3487195;1491480601;4/6/2017 12:10:01 PM;0x708180ebf673e041cf595900a9ea969c37f473a0;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;237.0252917;11704.308904146;0.0221449548;0.00044846;;
0xbe212e627854a208e5c7504e3f10b693fad11a59b6f4da3ab8fd638ce231a5bb;3487195;1491480601;4/6/2017 12:10:01 PM;0x179bcda7fabadb1fd05e410a3f954501d45e5022;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;4.9994085;246.87079173;0.02427027;0.0004915;;
0x6ebd53b2e306066c9865065aa5d68085fc9b85846de76331dc72656f33f8600c;3487195;1491480601;4/6/2017 12:10:01 PM;0x395db760556a160359c065cf6e704294dc50c4f6;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;2.5;123.45;0.0221449548;0.00044846;;
0x0296debfbeb23d75cc7a454e3cf644d1ec8be6d012112901842021f9ee0eb0a3;3487180;1491480379;4/6/2017 12:06:19 PM;0x2f10e5fcde15dac821b186240d5113ba8552651d;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1.31;64.6878;0.0239858412;0.00048574;;
0x1410e3ec8fb5b56ec5d5b8aad6f74b7de09d804d9d42520daf0857985f0bf336;3487171;1491480294;4/6/2017 12:04:54 PM;0xc01a81b0ac1039d5447f7f3bd36c6ed4397b1486;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1.99939842;98.7302939796;0.0247680204;0.00050158;;
0x94080735fa1bbf55d91da097fef2368a3f252a92350c928cd5c529e2d8949dde;3487168;1491480256;4/6/2017 12:04:16 PM;0x712d2dda5ce2d2778105e40fe422cc061ff4204b;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;17.999;888.79062;0.0221449548;0.00044846;;
0x147f856c57c7209ac20e0c906299610f2f56ef0dcddc319de348f5758eb28e83;3487168;1491480256;4/6/2017 12:04:16 PM;0xc59c49f40047cacfc7d4a3b23edbead348d1bced;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;0.347;17.13486;0.0221449548;0.00044846;;
0x6412a1e7cd8c6ea929bf23858f9c5385f43ceef33eb15f05efa42eeb750bcc96;3487163;1491480170;4/6/2017 12:02:50 PM;0x8012e7945f01de6db403c6a36f58eff49cbe7942;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;2.0894013;103.174636194;0.024625806;0.0004987;;
0xca55caa87ea64274c09db5fa839072c810f446b44f4a5548f27e96ea9ce2505a;3487156;1491480102;4/6/2017 12:01:42 PM;0xc59c49f40047cacfc7d4a3b23edbead348d1bced;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;24;1185.12;0.0240569484;0.00048718;;
0xbd2fd0c088738502094793e4e42fad44a28ae6ff845c78b2355db3422726d341;3487144;1491479983;4/6/2017 11:59:43 AM;0x790ef37b9d8102db62b9c6d600636a432be08cde;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;45.24;2233.9512;0.0221449548;0.00044846;;
0x1133c3bb057659ab2847844e2fc977d895f60b51976d1d162201df897047b461;3487112;1491479653;4/6/2017 11:54:13 AM;0x45f26a0b26e1a40f7ab6472217350585811dfa1f;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;18.99;937.7262;0.0221449548;0.00044846;;
0x0d6029132e48d4b250922ab45c27aac7c49e4c0c202847a78dd1ac170df234e2;3487101;1491479557;4/6/2017 11:52:37 AM;0x8d5bd2aba04a07bfa0cc976c73ed45b23cc6d6a2;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;4;197.52;0.0304565964;0.00061678;;
0xf6f0d39bf4379cc07c0a3faabb6fe442584a4ce12b5f20b10eb4bf423ecabdd7;3487087;1491479303;4/6/2017 11:48:23 AM;0xe0b7be17bd2f18f853cd995d663b00f8560809e5;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;2;98.76;0.0221449548;0.00044846;;
0xbe966ddce0bcbf09ae7bda826b5501e6d78427e75a267b974a4f141aaacdb470;3487084;1491479282;4/6/2017 11:48:02 AM;0x45f26a0b26e1a40f7ab6472217350585811dfa1f;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1;49.38;0.0221449548;0.00044846;;
0x0102a2c988747ca4b5d7639e6da635e738d2fe224c89099ba1da423052248a3f;3487084;1491479282;4/6/2017 11:48:02 AM;0x36f7ccf784fa84237d246a1464e438fed657c527;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;5.059503377273763947;249.838276769778;0.02435945028;0.000493306;;
0x466caba1570e69c0ba529b810528a777fb051e7b4fcdad004699f1c4dc78a6ad;3487081;1491479248;4/6/2017 11:47:28 AM;0x32be343b94f860124dc4fee278fdcbd38c102d88;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;0.02;0.9876;0.0332174322;0.00067269;;
0x5dad3e6862988436abc145c7fd21f834cd84c70bc25c739489136e1908679d9f;3487081;1491479248;4/6/2017 11:47:28 AM;0x366f7effc26222dfe9fd3e4a9ae35e1fc6e7678c;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;36.17;1786.0746;0.0249102348;0.00050446;;
0xb6950c9b0b8a313f5df341b88cb4b2b6a966ec075089a9222f10b8c58588f26c;3487064;1491479103;4/6/2017 11:45:03 AM;0x45f26a0b26e1a40f7ab6472217350585811dfa1f;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1;49.38;0.0221449548;0.00044846;;
0x7ef9b0635b63485fb77f02fd26c4a00e976dbc4511b4d1b2608ef4b05f5bea2e;3487064;1491479103;4/6/2017 11:45:03 AM;0xe4df4061bdbbf651a213e3fb9bf959f33fc9a4fe;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;9.9994157;493.771147266;0.023914734;0.0004843;;
0xd3f5e94cc875108b231baff954a27ec57dd7c0c318548f780991f85d0b5216ca;3487052;1491478994;4/6/2017 11:43:14 AM;0x51351aff27204edf8fa2719afc2826b0b5896391;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;99.9;4933.062;0.0221449548;0.00044846;;
0xd5ad9d14cf3029267778715e1d072a711e5c6b7103013f7ddd0fd7cc3a321c7c;3487044;1491478909;4/6/2017 11:41:49 AM;0xf536e7e06cdc6a94464a9da65181e062b9253575;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;2.994820267;147.88422478446;0.0221449548;0.00044846;;
0x747adf785b2c60192b2598a00b2c6e344a0574c63c6571ccfe68d615a88a12e5;3487021;1491478617;4/6/2017 11:36:57 AM;0xb1c96358b16257c5498e528e2e52313fe7890ba5;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1.583;78.16854;0.0221449548;0.00044846;;
0x6c2102ddb5f530a62169e99c4ded59e8cf4635b052c108f339ff0e7c11dfa9b8;3487021;1491478617;4/6/2017 11:36:57 AM;0xdd09367dcb48b7f5bf004701050007921105f79c;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;160;7900.8;0.0221449548;0.00044846;;
0xca3f9eb72a620ea758012a81b850561776f5f49b7733f8e1dac6b31ad3ce5678;3486981;1491478029;4/6/2017 11:27:09 AM;0x589c2005aaf4cb94dff3f1afaa46c42104dc12ec;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;14.5;716.01;0.0262612716;0.00053182;;
0x9c6072b188ece95ca2c6b14265642987069e5118cc7a525829f49db0d68a0dc2;3486979;1491478003;4/6/2017 11:26:43 AM;0x8dee1950866a283b5339f6e7c87e66f74c68696e;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;12;592.56;0.0221449548;0.00044846;;
0x5bc06051a27bd1f97542572d762f384a8493d9da393e3ac4a5c08251f5b3966c;3486967;1491477816;4/6/2017 11:23:36 AM;0xb1c96358b16257c5498e528e2e52313fe7890ba5;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;0.635;31.3563;0.0221449548;0.00044846;;
0xb4e7fffa20c2001775f4e2f2ff97e17608bc95278a1a838bdb31c1d166155eda;3486959;1491477699;4/6/2017 11:21:39 AM;0x69d63f698c4abe01f8cc821042b4c53a0d58b815;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;0.21;10.3698;0.0221449548;0.00044846;;
0xd4c8b6a6747925f38e8cfe636126152db517ee1613c3d431cafa3c6dec79b008;3486927;1491477178;4/6/2017 11:12:58 AM;0x69d63f698c4abe01f8cc821042b4c53a0d58b815;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;13;641.94;0.0221449548;0.00044846;;
0xea23eb5b63f4899aaccbd553b7ef1a062edf58ac7dbafa5d294879e83f32608d;3486927;1491477178;4/6/2017 11:12:58 AM;0xb3286933e3f14519e3c57f4bf87c03602dab323a;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;19.9;982.662;0.02325220254;0.000470883;;
0x213c5547184524593eabc4971cbcec4c041a9071356ad04640c293e982b9cf2a;3486921;1491477117;4/6/2017 11:11:57 AM;0xba4e3143d4d6816cf30b37a28912ef07ce83ceb5;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;31.5;1555.47;0.024981342;0.0005059;;
0x836d2808214868f97445da2e4ac6db278e804b2b700e71e6c4a7f7257c8aa17c;3486910;1491476952;4/6/2017 11:09:12 AM;0x39a313b5fc51918a54f91eca9f8f78c0e2bbf53f;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;19;938.22;0.0250524492;0.00050734;;
0xd21c2a024619d5a0052f03fa6854536714a5c70751b54faf5136c60892b5d7cd;3486906;1491476913;4/6/2017 11:08:33 AM;0x297546aaa6eedcad6a7b275c67a67b21cce2a36c;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;2.5;123.45;0.0221449548;0.00044846;;
0x5ccfa93c131807293e47f955748fef336899e0964a3d7243fd3d4052e8ca7b84;3486882;1491476579;4/6/2017 11:02:59 AM;0x4a9924ef83a357ec4c978a66ddddfe9cd325b0bd;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;25.099;1239.38862;0.0221449548;0.00044846;;
0xb3430d08d02129c37ff3409b0698aed0813e36202eda85b7c4a1e04e61334d81;3486854;1491476205;4/6/2017 10:56:45 AM;0x702e4e690087b71296bdc2e22e8975dcc4c27ce5;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1.34142694;66.2396622972;0.0241991628;0.00049006;;
0x0c868d96a85ff5b9cbd74e7aabd42935e5f4ef7d599e5e66d5d385ab27cc9868;3486849;1491476036;4/6/2017 10:53:56 AM;0x2edb92f65c7d932aba3eb3f48ae0c2c6fa287213;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1;49.38;0.0275412012;0.00055774;;
0x3bbe634918a9f2e8950792d00109f76e4825e9ab824be8cd25617e16faa27506;3486844;1491475951;4/6/2017 10:52:31 AM;0x291265ab9e39f47ba775979292deae7679f75910;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;9;444.42;0.0221449548;0.00044846;;
0xce410b9baca54ab17a0147ea89f770a32ada67fa55dab94d88f721353d04a4cf;3486830;1491475847;4/6/2017 10:50:47 AM;0x1d394e3009b87bf874900b82a4d6799dd91afd1b;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1;49.38;0.0221449548;0.00044846;;
0x7a2c1fa8a983eab063950ea6f49d658ad25d3acbd136e4f9889d086ecf7e1f7f;3486785;1491475299;4/6/2017 10:41:39 AM;0x38614b5c827e06702e49248eef826dad1dc4442e;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;7;345.66;0.0221449548;0.00044846;;
0xbb6d8b79b23b08ec86252d93e4134b5b2a23d12d312eb38395970a7a68ea1119;3486764;1491475086;4/6/2017 10:38:06 AM;0xca14b98b9eb24ca522c76b4e598561c3082881ff;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;0.03;1.4814;0.0221449548;0.00044846;;
0x536bb1823e57c53030beb75302201949bf524f997ca290f7dc90476cc6602cbd;3486761;1491475057;4/6/2017 10:37:37 AM;0xc2ed99222e06db41abe94c67d496e6efa69b8f68;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1;49.38;0.02325220254;0.000470883;;
0xa451e22faa5ec9263486d9d2361ead3c6b1d8c662966e63ea93107b10832a62a;3486755;1491474963;4/6/2017 10:36:03 AM;0xca14b98b9eb24ca522c76b4e598561c3082881ff;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;0.05;2.469;0.0207396;0.00042;Error(0);Out of gas
0x51f6db327ad8c7f5e0fbd914220e394f8f81febc40fd1de1eeec15c8c8669d73;3486738;1491474663;4/6/2017 10:31:03 AM;0x2cd0738dc21576edefb6929aae4eb2dff03c6591;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;354.96905716;17528.3720425608;0.0244124844;0.00049438;;
0xd3511d8baddd330d53815232b599f9ce2238709dc7c04ba15dd73cb4ef070e0c;3486729;1491474448;4/6/2017 10:27:28 AM;0xfaf7456707f7f71de9bc32e1779b1b833a322d5b;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;5;246.9;0.0221449548;0.00044846;;
0xd72f02da0fe0a0f5d62e4fe2c7e1b2bd21c845e61b28f7a345006125197e0733;3486723;1491474345;4/6/2017 10:25:45 AM;0x0bd0f09cbd0ef9d6d93fcf310566bd8a393d1577;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;40.19941818;1985.0472697284;0.0221449548;0.00044846;;
0x554054731d502c8b689386ae606e1bd879625cc9b635a2cdd93ee21b459b5ef0;3486723;1491474345;4/6/2017 10:25:45 AM;0xd73b3e6579c5ea79135473548b5c7ee760c88b32;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;100;4938;0.0221449548;0.00044846;;
0xfe4247e783ddfe92e62d9fe190367df24193f31021efd440468a94dee3961068;3486722;1491474333;4/6/2017 10:25:33 AM;0x2cd0738dc21576edefb6929aae4eb2dff03c6591;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1;49.38;0.0221449548;0.00044846;;
0x68f9965984a4404aab300e6396f102ec8b4536aa4a2470d70f3f5b12d1815bd6;3486705;1491474186;4/6/2017 10:23:06 AM;0xc72133ddc5cf16b745ca000614e8bbc8871389a4;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;0.008507613;0.42010592994;0.0221449548;0.00044846;;
0xdada39dc054878109cd1ab32fd7121b230167196de77d9340e6eaf46e05391cc;3486702;1491474127;4/6/2017 10:22:07 AM;0xc72133ddc5cf16b745ca000614e8bbc8871389a4;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;0.09;4.4442;0.0221449548;0.00044846;;
0x103691497b1a6148586037cb2fb1c3e4b7281812be3a04fbe1a7042f4e2b72bf;3486687;1491473898;4/6/2017 10:18:18 AM;0x4f25c003c9e7be5f24e6dd4eaeafff89000afbb2;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1.00041818;49.4006497284;0.0221449548;0.00044846;;
0x3febbeb851cca1d8f56e814ad014d45d7a668d2af7396c552a1dae86eb54616f;3486683;1491473801;4/6/2017 10:16:41 AM;0xc72133ddc5cf16b745ca000614e8bbc8871389a4;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;2.9;143.202;0.0221449548;0.00044846;;
0x599316bb067b3bb0bb7046e3fde15b0f0e4feda1b004a04eafebfcb485351c3f;3486672;1491473699;4/6/2017 10:14:59 AM;0x20c04c7612e929cb236bb7f2537b1c5dd1089a40;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;9.298;459.13524;0.0221449548;0.00044846;;
0xb5f90104231100646316adeb671b320e68b68642cf779e37a68147551ac64e71;3486616;1491472868;4/6/2017 10:01:08 AM;0xdf666dd59560fc1cb0bdd46b8af36c28207bd66a;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;1.4;69.132;0.0221449548;0.00044846;;
0xb0ce16cc1b86ed6e156857a218b44a4c481da85c3f82421703c0cc11c464f21c;3486611;1491472801;4/6/2017 10:00:01 AM;0xb394b0880ecf6dd2bb3c65de075f845f012bea0e;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;149;7357.62;0.0240569484;0.00048718;;
0x126c77a5b75d2e09223584a25f36483d9d58d8035dd7560a92ec3469d2962fd9;3486564;1491472129;4/6/2017 9:48:49 AM;0x7caedfdcf222b36675dbb51f25202c38543c8dff;0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e;;4.79;236.5302;0.0221449548;0.00044846;;
